Feature.ID	baseMean	log2(brain/UHR)	lfcSE	stat	pvalue	padj
TMEM43	420.413	-1.04963	0.133368	-7.86965	3.55622e-15	1.45993e-14
TMEM44	122.242	-1.61455	0.241031	-6.69443	2.16511e-11	7.49289e-11
TMEM45A	44.8352	-4.18869	0.588386	-6.89466	5.39946e-12	1.92637e-11
TMEM45B	54.989	-3.86158	0.496698	-7.63108	2.32793e-14	9.25372e-14
TMEM47	101.177	1.55298	0.251547	6.17189	6.74787e-10	2.14489e-09
TMEM48	155.775	-2.82993	0.248336	-11.3711	5.82494e-30	3.86552e-29
TMEM49	402.469	-1.80579	0.138955	-12.9924	1.35098e-38	1.10509e-37
TMEM5	51.5874	-0.87358	0.343138	-2.54478	0.0109346	0.0183754
TMEM50A	324.725	-0.053245	0.139247	-0.382377	0.702181	0.753853
TMEM50B	93.44	0.796373	0.255087	3.12185	0.00179716	0.00336494
TMEM51	111.776	-0.762902	0.23481	-3.24852	0.00116008	0.00222407
TMEM52	20.0143	-0.619505	0.534622	-1.15806	0.246838	0.311807
TMEM53	59.0289	0.633217	0.321099	1.972	0.0486099	0.072749
TMEM54	192.112	0.0888396	0.177452	0.500643	0.616623	0.678508
TMEM55A	107.541	1.47845	0.24443	6.04711	1.47471e-09	4.59351e-09
TMEM55B	329.819	0.846383	0.145477	5.81793	5.95822e-09	1.78645e-08
TMEM56	106.334	1.38191	0.248701	5.55543	2.7693e-08	7.93308e-08
TMEM57	180.33	0.430026	0.182835	2.352	0.0186728	0.0301077
TMEM59	533.522	0.236286	0.1108	2.13254	0.0329622	0.0508802
TMEM59L	1773.88	5.52931	0.127638	43.246	0	0
TMEM60	31.5665	-0.630354	0.449854	-1.40069	0.161308	0.21443
TMEM61	22.3047	1.40275	0.521544	2.68697	0.00721026	0.0124752
TMEM62	81.617	0.533266	0.273055	1.95297	0.0508237	0.0758293
TMEM63A	680.363	0.772041	0.102705	7.51703	5.60325e-14	2.19159e-13
TMEM63B	499.515	0.605245	0.115612	5.23515	1.64853e-07	4.4755e-07
TMEM63C	369.855	4.08254	0.188258	21.6409	7.40302e-104	1.59378e-102
TMEM64	136.544	-1.4802	0.226217	-6.5403	6.13962e-11	2.0713e-10
TMEM65	109.789	0.750455	0.234761	3.19661	0.00139055	0.00263682
TMEM66	1425.79	1.55025	0.0765422	20.2531	3.33377e-91	6.16378e-90
TMEM67	21.4675	-0.596995	0.526979	-1.13229	0.257514	0.323689
TMEM68	35.7179	-0.754013	0.417139	-1.80671	0.0708067	0.102439
TMEM69	75.0043	-1.42212	0.314337	-4.52088	6.15842e-06	1.47758e-05
TMEM70	125.479	0.442508	0.221901	1.99418	0.0461324	0.0692894
TMEM71	5.42007	-2.04358	1.05047	-1.89882	0.0575882	0.0849683
TMEM74	15.7952	3.35261	0.737324	4.4413	8.94162e-06	2.11261e-05
TMEM79	75.7681	-0.908675	0.286373	-3.17206	0.00151362	0.00286062
TMEM80	89.6049	0.237918	0.25948	0.916914	0.359188	0.43025
TMEM81	37.3834	1.14283	0.406875	2.80789	0.0049867	0.00882022
TMEM82	2.05423	-0.981514	1.34726	-0.720612	0.471148	0.541054
TMEM84	10.1733	-0.973505	0.744855	-1.30377	0.192313	0.250578
TMEM85	308.737	0.26634	0.144472	1.84355	0.0652488	0.0952142
TMEM86A	28.9061	1.10625	0.454782	2.43156	0.0150338	0.0245929
TMEM86B	93.7116	0.295829	0.265038	1.11619	0.26434	0.331151
TMEM87A	162.25	0.0501624	0.192836	0.260131	0.794763	0.832283
TMEM87B	92.6401	-0.893583	0.258842	-3.45138	0.000557727	0.00110675
TMEM88	14.5447	1.37551	0.62983	2.18086	0.0291941	0.0454718
TMEM88B	93.4796	5.48412	0.5012	10.5727	3.98831e-26	2.39326e-25
TMEM89	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
TMEM8A	642.409	-1.50412	0.112412	-13.3792	8.00561e-41	6.87213e-40
TMEM8B	318.261	1.71641	0.147008	11.6741	1.7279e-31	1.19408e-30
TMEM8C	2.16257	1.0232	1.33101	0.766204	0.443555	0.514962
TMEM9	617.071	0.201233	0.106477	1.88991	0.0587696	0.0865731
TMEM90A	67.9522	6.35971	0.733936	7.7475	9.37159e-15	3.78706e-14
TMEM90B	299.758	4.56503	0.227692	19.964	1.13269e-88	2.02798e-87
TMEM91	63.8296	0.230338	0.301917	0.762936	0.445502	0.516608
TMEM92	9.18915	-2.16051	0.858544	-2.4751	0.0133199	0.0220171
TMEM93	170.868	-0.433447	0.192165	-2.25551	0.0241014	0.0380359
TMEM97	251.757	-2.36434	0.18332	-12.8873	5.30495e-38	4.2678e-37
TMEM98	174.515	0.00656038	0.188128	0.0348718	0.972182	0.977811
TMEM99	40.0842	-1.80336	0.438433	-4.10355	4.06858e-05	9.03752e-05
TMEM9B	176.36	1.32918	0.197305	6.736	1.6281e-11	5.66124e-11
TMF1	128.224	-0.160596	0.221263	-0.725806	0.467958	0.538427
TMIE	25.6929	4.10822	0.669236	5.93981	2.85351e-09	8.72259e-09
TMIGD2	12.4382	-1.36691	0.709735	-1.91833	0.0550691	0.0816014
TMLHE	46.1982	-0.459122	0.374051	-1.22724	0.219731	0.281663
TMOD1	162.219	1.88047	0.205202	9.16105	5.13962e-20	2.5663e-19
TMOD2	907.138	5.33792	0.162066	32.8407	1.54412e-236	9.7457e-235
TMOD3	155.808	-1.67	0.213903	-7.80323	6.03434e-15	2.4543e-14
TMOD4	3.57908	-0.383432	1.10843	-0.345467	0.729743	0.777418
TMPO	346.382	-2.07638	0.153603	-13.5126	1.31848e-41	1.1521e-40
TMPPE	24.541	0.498914	0.488363	1.02161	0.306967	0.376711
TMPRSS11A	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
TMPRSS11D	1.43822	-0.333542	1.455	-0.228783	0.819038	NA
TMPRSS11F	1.52112	0.396512	1.42922	0.27745	0.781434	NA
TMPRSS13	10.193	-3.04584	0.91856	-3.17412	0.00150293	0.00284072
TMPRSS15	17.4224	-3.86841	0.842274	-4.31724	1.57993e-05	3.64038e-05
TMPRSS2	7.93183	-2.65143	0.962816	-2.65755	0.00787112	0.0135372
TMPRSS3	58.7901	-2.72236	0.389213	-6.95897	3.42776e-12	1.23422e-11
TMPRSS4	26.3774	-3.83489	0.705051	-5.23525	1.64761e-07	4.47437e-07
TMPRSS5	40.0322	2.35484	0.427304	5.49652	3.87356e-08	1.09923e-07
TMPRSS6	13.5684	-1.38451	0.669299	-2.06065	0.0393361	0.059876
TMPRSS7	1.3109	0.797385	1.48044	0.536937	0.591311	NA
TMPRSS9	21.017	-1.58169	0.553614	-2.84734	0.00440856	0.00785465
TMSB10	2502.37	-0.771206	0.0641747	-12.0172	2.88535e-33	2.08425e-32
TMSB15A	13.5881	-3.11984	0.819853	-3.67344	0.00023931	0.000494225
TMSB15B	8.0446	0.349753	0.795366	0.439791	0.660088	0.716969
TMSB4Y	6.13178	1.7892	0.950175	1.86925	0.0615885	0.0904067
TMSL3	123.805	-1.11417	0.232178	-4.79747	1.60682e-06	4.04902e-06
TMTC1	121.715	1.33223	0.226345	5.88494	3.98207e-09	1.2086e-08
TMTC2	166.858	2.37408	0.215632	11.0029	3.70134e-28	2.33191e-27
TMTC3	58.4467	-0.181278	0.330945	-0.547735	0.583874	0.647822
TMTC4	178.4	1.0783	0.187161	5.76103	8.36025e-09	2.47911e-08
TMUB1	428.945	-1.08812	0.136551	-7.96801	1.61249e-15	6.71239e-15
TMUB2	305.884	0.329217	0.146023	2.25457	0.0241606	0.0381191
TMX1	121.478	-2.06762	0.251153	-8.22327	1.98031e-16	8.57939e-16
TMX2	304.48	-0.178444	0.143241	-1.24575	0.212856	0.274454
TMX3	154.286	0.177948	0.200858	0.885944	0.375648	0.447584
TMX4	251.415	0.793185	0.16812	4.7179	2.38292e-06	5.92304e-06
TNC	1624.19	-4.3586	0.111775	-38.9567	0	0
TNF	2.76018	0.244344	1.20191	0.203387	0.838833	0.869816
TNFAIP1	389.055	0.563526	0.134002	4.20536	2.60671e-05	5.89247e-05
TNFAIP2	198.475	-1.03921	0.194343	-5.34651	8.96646e-08	2.48618e-07
TNFAIP3	173.176	-3.86716	0.287133	-13.3899	6.92794e-41	5.95871e-40
TNFAIP6	4.57817	0.498187	1.00848	0.493997	0.621308	0.682878
TNFAIP8	42.3565	-4.10343	0.592815	-6.70982	1.94871e-11	6.75332e-11
TNFAIP8L1	203.802	0.827206	0.182416	4.53464	5.7703e-06	1.38807e-05
TNFAIP8L2	8.64465	1.93782	0.826857	2.32792	0.0199164	0.0319544
TNFAIP8L3	27.7694	2.80451	0.531404	5.24192	1.58913e-07	4.32292e-07
TNFRSF10A	27.4802	-2.76671	0.566733	-4.82623	1.39145e-06	3.524e-06
TNFRSF10B	309.178	-3.50896	0.201044	-17.4146	6.39366e-68	8.79867e-67
TNFRSF10C	10.3657	-1.85005	0.790269	-2.31803	0.0204475	0.0327226
TNFRSF10D	53.4021	-2.52516	0.608002	-4.13838	3.49771e-05	7.81097e-05
TNFRSF11A	30.5309	-1.64985	0.469475	-3.50519	0.000456274	0.000916308
TNFRSF11B	126.395	-4.19152	0.359647	-11.5256	9.79999e-31	6.64672e-30
TNFRSF12A	345.529	-4.13161	0.217388	-18.9337	6.01434e-80	9.74402e-79
TNFRSF13B	37.7851	-5.4327	0.859206	-5.52756	3.24713e-08	9.2671e-08
TNFRSF13C	13.6299	-0.0891578	0.651542	-0.136828	0.891167	0.91217
TNFRSF14	206.254	-2.05699	0.394091	-5.21699	1.81855e-07	4.92033e-07
TNFRSF17	5.96783	-2.72461	1.08515	-2.38226	0.0172066	0.0278929
TNFRSF18	57.3283	-2.21448	0.369517	-5.97584	2.28905e-09	7.03145e-09
TNFRSF19	126.947	-3.51967	0.310643	-11.2674	1.9017e-29	1.2418e-28
TNFRSF1A	485.945	-1.43729	0.126618	-11.3501	7.40834e-30	4.90146e-29
TNFRSF1B	145.397	-0.0807325	0.202638	-0.398406	0.690331	0.742463
TNFRSF21	446.323	0.564382	0.120306	4.69123	2.71565e-06	6.71582e-06
TNFRSF25	404.577	3.68958	0.165698	22.2389	1.44298e-109	3.2796e-108
TNFRSF4	2.11845	1.01816	1.32134	0.767322	0.44289	0.51436
TNFRSF6B	213.532	2.01884	0.181011	11.1498	7.17801e-29	4.60832e-28
TNFRSF8	38.7989	-4.17675	0.626979	-6.42099	1.35393e-10	4.47552e-10
TNFRSF9	2.06156	-0.98195	1.35371	-0.717661	0.472967	0.542681
TNFSF10	1.72402	0.096126	1.38187	0.0695613	0.944543	NA
TNFSF11	1.43822	-0.333542	1.455	-0.228783	0.819038	NA
TNFSF12	118.82	2.45757	0.255573	9.60628	7.52181e-22	3.98123e-21
TNFSF13	35.2772	1.33526	0.411168	3.24571	0.0011716	0.00224395
TNFSF13B	4.26291	0.329015	1.03078	0.319233	0.74955	0.7947
TNFSF14	6.71447	-2.38101	0.99897	-2.31267	0.0207409	0.0331464
TNFSF15	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
TNFSF4	14.4108	-0.826604	0.628098	-1.31425	0.188763	0.246596
TNFSF8	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
TNFSF9	82.0466	-1.63013	0.292007	-5.5773	2.44274e-08	7.01707e-08
TNIK	194.295	1.66654	0.190953	8.72586	2.64166e-18	1.23508e-17
TNIP1	593.904	-0.714447	0.108894	-6.56077	5.35293e-11	1.81458e-10
TNIP2	184.894	-1.06123	0.193349	-5.48777	4.07037e-08	1.15396e-07
TNIP3	2.86853	2.06301	1.27622	1.57611	0.115002	0.158721
TNK1	72.8854	0.464908	0.282481	1.64582	0.0998014	0.13952
TNK2	1744	2.32467	0.0771545	30.1285	2.05283e-199	1.00893e-197
TNKS	460.858	0.725932	0.119905	6.0542	1.41114e-09	4.40567e-09
TNKS1BP1	707.729	-0.73557	0.0998406	-7.36728	1.74144e-13	6.66708e-13
TNKS2	307.414	0.363377	0.142101	2.55719	0.0105523	0.0177841
TNMD	3.19558	-1.11875	1.21415	-0.912737	0.361381	0.432641
TNN	3.57506	0.478735	1.10085	0.434949	0.6636	0.720381
TNNC1	11.1948	-0.824947	0.716785	-1.14905	0.250536	0.315866
TNNC2	9.21251	2.05305	0.804712	2.532	0.0113413	0.0190007
TNNI1	6.19272	-2.78004	1.079	-2.44088	0.0146515	0.0240346
TNNI2	30.4297	-5.12187	0.878028	-5.14921	2.61591e-07	6.99038e-07
TNNI3	13.081	-3.43732	0.879474	-3.70881	0.000208234	0.000432336
TNNI3K	12.9193	3.58881	0.831117	4.15538	3.24751e-05	7.27539e-05
TNNT1	114.51	-2.80239	0.288451	-9.68781	3.39726e-22	1.8201e-21
TNNT2	30.4353	3.05292	0.532537	5.68556	1.30384e-08	3.81285e-08
TNNT3	4.9956	-1.08413	1.00851	-1.06837	0.285353	0.353638
TNPO1	369.643	-1.03987	0.135544	-7.67123	1.70356e-14	6.80416e-14
TNPO2	1877.16	1.17209	0.0706195	16.5972	7.30754e-62	9.18468e-61
TNR	182.405	7.74416	0.698305	9.65387	4.73348e-22	2.52596e-21
TNRC18	1281.93	0.180538	0.0868485	2.07877	0.0376386	0.0575017
TNRC6A	542.884	0.600916	0.113429	5.2977	1.17268e-07	3.22557e-07
TNRC6B	413.509	0.990049	0.128072	7.73026	1.07326e-14	4.32411e-14
TNRC6C	469.44	1.99995	0.128658	15.5426	1.7848e-54	1.97081e-53
TNS1	755.05	1.75982	0.104984	16.7618	4.64664e-63	5.94242e-62
TNS3	692.034	-0.482028	0.10371	-4.6478	3.35497e-06	8.23534e-06
TNS4	13.6142	-3.96782	0.95306	-3.80363	0.00014259	0.00030125
TNXB	301.004	3.31862	0.179111	18.5074	1.7991e-76	2.79602e-75
TOB1	250.382	-0.797469	0.164612	-4.84418	1.27136e-06	3.22921e-06
TOB2	727.055	1.62313	0.105147	15.436	9.37514e-54	1.02554e-52
TOE1	111.695	-0.94685	0.240309	-3.93924	8.17394e-05	0.000176734
TOLLIP	1520.4	2.94789	0.084109	35.0437	4.86019e-269	3.91179e-267
TOM1	349.807	1.14688	0.139251	8.23573	1.78466e-16	7.7509e-16
TOM1L1	52.6985	-1.77199	0.3638	-4.86218	1.16103e-06	2.95924e-06
TOM1L2	1475.86	2.98856	0.0859933	34.7484	1.46775e-264	1.1345e-262
TOMM20	1275.84	-0.0239767	0.0808834	-0.296435	0.766898	0.809658
TOMM20L	3.18796	-0.112781	1.16398	-0.0968888	0.922815	0.937291
TOMM22	324.046	-0.61528	0.142187	-4.32711	1.5108e-05	3.48734e-05
TOMM34	376.617	-0.725396	0.135425	-5.35624	8.4972e-08	2.35979e-07
TOMM40	393.608	-1.11881	0.133819	-8.35987	6.2789e-17	2.77505e-16
TOMM40L	152.15	0.925252	0.20427	4.52939	5.91556e-06	1.42145e-05
TOMM5	252.39	-1.36652	0.167789	-8.14262	3.86829e-16	1.65342e-15
TOMM6	390.046	-1.35811	0.135348	-10.0329	1.09229e-23	6.11722e-23
TOMM7	478.533	-0.0282693	0.123263	-0.229342	0.818603	0.852821
TOMM70A	369.429	0.173185	0.131064	1.32139	0.186373	0.243892
TOP1	388.72	-1.17303	0.137427	-8.53485	1.40337e-17	6.39074e-17
TOP1MT	181.528	-2.79748	0.229045	-12.192	3.42965e-34	2.52949e-33
TOP1P1	32.8127	-1.23343	0.436913	-2.81946	0.00481042	0.00852562
TOP2A	584.343	-7.5786	0.455665	-15.7934	3.45635e-56	3.96892e-55
TOP2B	552.723	-0.130884	0.112604	-1.16233	0.2451	0.309845
TOP3A	232.628	-0.712281	0.166308	-4.28263	1.84695e-05	4.22401e-05
TOP3B	230.832	-1.34465	0.180354	-7.45403	9.05295e-14	3.51035e-13
TOPBP1	227.412	-1.90885	0.183641	-10.3894	2.76951e-25	1.62412e-24
TOPORS	81.044	-0.268241	0.277108	-0.967954	0.333067	0.404094
TOR1A	223.488	-0.49743	0.17211	-2.89008	0.00385144	0.00691471
TOR1AIP1	198.752	0.429284	0.174657	2.45788	0.013976	0.0230148
TOR1AIP2	117.785	-0.705594	0.228466	-3.088	0.0020151	0.00374505
TOR1B	172.393	-0.599175	0.19158	-3.12734	0.00176396	0.00330633
TOR2A	128.766	-0.103309	0.220198	-0.469158	0.638957	0.698513
TOR3A	198.066	-1.91573	0.195722	-9.78246	1.33912e-22	7.25863e-22
TOX	164.889	-0.72643	0.198088	-3.66686	0.000245546	0.000506568
TOX2	129.531	0.0594405	0.224885	0.264317	0.791536	0.82935
TOX3	47.1934	-0.804385	0.374575	-2.14659	0.0318263	0.0492872
TOX4	360.676	0.148393	0.133737	1.10959	0.267174	0.334225
TP53	349.487	-3.10504	0.180254	-17.2041	2.4721e-66	3.3111e-65
TP53AIP1	3.9876	2.08028	1.14638	1.78161	0.0748135	0.107702
TP53BP1	437.182	0.34479	0.129183	2.66901	0.00760759	0.0131123
TP53BP2	286.04	0.214383	0.147695	1.45153	0.146633	0.19756
TP53I11	679.373	0.773765	0.100566	7.69405	1.42554e-14	5.71062e-14
TP53I13	195.403	-1.58631	0.191377	-8.28588	1.17236e-16	5.11824e-16
TP53I3	56.1663	-1.98291	0.361813	-5.46852	4.53819e-08	1.28203e-07
TP53INP1	78.4283	-1.23652	0.287396	-4.30015	1.70679e-05	3.91982e-05
TP53INP2	1485.2	2.50945	0.0819436	30.6217	6.29903e-206	3.30906e-204
TP53RK	89.1978	-0.964649	0.269967	-3.57216	0.000354048	0.00071933
TP53TG1	30.5312	-0.0300626	0.447195	-0.067224	0.946403	0.956929
TP53TG5	8.82513	2.41913	0.846586	2.81957	0.00480877	0.00852356
TP63	3.05	-0.513645	1.19058	-0.430317	0.666965	0.722648
TP73	52.6338	0.348882	0.333514	1.0461	0.295516	0.364303
TPBG	178.463	-1.22605	0.199241	-6.15215	7.64396e-10	2.42446e-09
TPCN1	897.446	0.981071	0.0923751	10.6204	2.39457e-26	1.44134e-25
TPCN2	127.719	-0.206176	0.219301	-0.940136	0.347148	0.418456
TPD52	450.807	0.820503	0.120123	6.83049	8.46231e-12	2.98812e-11
TPD52L1	140.764	0.64178	0.212101	3.0258	0.00247978	0.00455413
TPD52L2	958.256	-0.624759	0.0900909	-6.93468	4.07148e-12	1.4612e-11
TPH1	2.11845	1.01816	1.32134	0.767322	0.44289	0.51436
TPH2	2.66592	0.935924	1.24188	0.752141	0.451966	0.52248
TPI1	2407.51	-0.998287	0.0688018	-14.5095	1.0556e-47	1.03588e-46
TPI1P2	52.7699	-1.03233	0.342808	-3.00971	0.00261497	0.00478837
TPI1P3	5.96712	-1.08321	0.942804	-1.14312	0.25299	0.318686
TPK1	18.2177	1.46198	0.582201	2.50763	0.0121546	0.0202664
TPM1	601.589	-0.713667	0.108919	-6.55214	5.67196e-11	1.91828e-10
TPM2	481.297	-1.01407	0.121748	-8.32882	8.16528e-17	3.58708e-16
TPM3	656.664	-0.855068	0.106525	-8.02668	1.00147e-15	4.20983e-15
TPM4	908.222	-1.29954	0.0959178	-13.5478	8.16289e-42	7.18645e-41
TPMT	97.2992	0.674307	0.248486	2.71363	0.00665511	0.0115729
TPO	2.55025	-0.715561	1.25251	-0.568284	0.569842	0.636233
TPP1	948.956	0.184675	0.0868306	2.12685	0.0334328	0.0515295
TPP2	218.404	-1.06617	0.184493	-5.7781	7.55477e-09	2.24862e-08
TPPP	3981.34	7.03635	0.278751	25.193	4.77862e-140	1.49192e-138
TPPP2	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
TPPP3	334.419	5.25845	0.413034	12.6604	9.79701e-37	7.61961e-36
TPR	662.403	-1.51378	0.11248	-13.457	2.80234e-41	2.42934e-40
TPRA1	228.116	-0.113166	0.164251	-0.688979	0.490836	0.560326
TPRG1	1.80692	0.732735	1.3786	0.530434	0.595811	NA
TPRG1L	742.943	2.543	0.10753	23.6451	1.32702e-123	3.45459e-122
TPRKB	38.9217	-1.17444	0.409416	-2.86583	0.00415914	0.00743518
TPRN	611.979	1.58852	0.108579	14.6293	1.82672e-48	1.81699e-47
TPRXL	6.38095	-2.82822	1.07205	-2.49552	0.0125773	0.0208978
TPSAB1	1.3109	0.797385	1.48044	0.536937	0.591311	NA
TPSB2	1.83265	0.740827	1.36726	0.54109	0.588446	NA
TPSD1	2.03554	0.436258	1.31938	0.330696	0.740874	NA
TPSG1	2.84338	-0.387759	1.20401	-0.321407	0.747902	0.793301
TPST1	118.487	0.921335	0.234548	3.92793	8.56815e-05	0.000184757
TPST2	198.294	-0.305541	0.178252	-1.71406	0.0865178	0.1227
TPT1	2320.87	-1.0959	0.0686014	-15.9747	1.91638e-57	2.26125e-56
TPTE	3.28624	-1.77485	1.22009	-1.41543	0.156943	0.209582
TPTE2	1.62243	1.15085	1.42053	0.804123	0.421326	NA
TPTE2P1	21.7051	4.08376	0.726404	5.41131	6.25657e-08	1.75476e-07
TPTE2P3	1.3293	0.81223	1.47801	0.548102	0.583622	NA
TPX2	519.146	-5.72579	0.272377	-20.7836	6.09681e-96	1.20061e-94
TRA2A	214.08	-0.554912	0.171071	-3.24359	0.00118033	0.0022592
TRA2B	517.821	-1.31998	0.118349	-11.1522	6.98554e-29	4.48804e-28
TRABD	504.919	-0.802371	0.116595	-6.88143	5.92554e-12	2.10892e-11
TRADD	107.219	-1.61042	0.261867	-6.14558	7.96713e-10	2.52513e-09
TRAF1	131.964	-0.261002	0.217502	-1.19997	0.230153	0.293329
TRAF2	239.009	-0.756484	0.16521	-4.5786	4.68105e-06	1.13491e-05
TRAF3	118.465	-0.390551	0.229304	-1.70312	0.0885464	0.125323
TRAF3IP1	102.071	0.750183	0.241418	3.10733	0.00188784	0.00352459
TRAF3IP2	87.1587	-1.30205	0.274677	-4.73771	2.16152e-06	5.38568e-06
TRAF3IP3	20.9989	-1.81157	0.571296	-3.15621	0.00159833	0.00301486
TRAF4	398.746	-2.15126	0.145701	-14.7594	2.67475e-49	2.69565e-48
TRAF5	79.6437	-2.01228	0.31011	-6.47859	9.25843e-11	3.09072e-10
TRAF6	40.9633	0.649837	0.374815	1.7337	0.0829705	0.118204
TRAF7	624.917	-0.979941	0.10675	-9.17943	4.33399e-20	2.16774e-19
TRAFD1	240.647	-0.603451	0.161766	-3.73022	0.000191314	0.000399524
TRAIP	49.3556	-2.43142	0.411454	-5.884	4.0046e-09	1.21502e-08
TRAK1	614.972	1.17005	0.107403	10.8937	1.23455e-27	7.66776e-27
TRAK2	318.999	1.1969	0.143626	8.33309	7.87583e-17	3.46339e-16
TRAM1	265.986	-1.8004	0.172955	-10.406	2.32905e-25	1.36811e-24
TRAM1L1	19.5127	2.01752	0.575261	3.49545	0.000473255	0.00094813
TRAM2	354.597	-3.27723	0.180638	-18.1149	2.4321e-73	3.62563e-72
TRANK1	415.788	2.32585	0.137094	16.9614	1.58651e-64	2.06047e-63
TRAP1	1064.42	-0.985096	0.0891587	-11.0485	2.22823e-28	1.41041e-27
TRAPPC1	413.599	0.0209799	0.126452	0.165912	0.868227	0.893511
TRAPPC10	499.826	0.718184	0.115236	6.23225	4.59775e-10	1.47643e-09
TRAPPC2	49.9416	0.876018	0.349852	2.50373	0.0122891	0.0204694
TRAPPC2L	197.859	-0.035578	0.177758	-0.200148	0.841365	0.87187
TRAPPC2P1	11.5076	-0.0149331	0.679582	-0.0219734	0.982469	0.985446
TRAPPC3	270.663	-0.0161107	0.152535	-0.10562	0.915884	0.931924
TRAPPC4	240.48	-0.4896	0.162294	-3.01664	0.00255593	0.00468517
TRAPPC5	463.405	0.630034	0.127409	4.94495	7.61649e-07	1.96817e-06
TRAPPC6A	98.2836	-0.254695	0.247909	-1.02734	0.304259	0.373793
TRAPPC6B	166.07	1.35723	0.198603	6.83307	8.31138e-12	2.93837e-11
TRAPPC9	391.108	1.27956	0.130424	9.81037	1.01595e-22	5.53427e-22
TRAT1	2.0469	-0.977075	1.34781	-0.717052	0.473342	NA
TRDMT1	20.946	0.264566	0.513374	0.51537	0.606294	0.668705
TRDN	2.12578	1.01083	1.32061	0.76252	0.44575	0.516723
TREH	2.85013	2.06534	1.26778	1.58753	0.112392	0.155608
TREM1	2.41158	1.24609	1.28321	0.964565	0.334763	0.405673
TREM2	22.8037	5.22463	0.894047	5.17014	2.33923e-07	6.27491e-07
TREML1	1.91555	1.4266	1.37486	1.02495	0.305389	NA
TREML2	1.844	-0.793	1.37669	-0.571463	0.567686	NA
TREML3	1.51379	0.404298	1.43013	0.282614	0.777473	NA
TRERF1	128.762	-0.0954562	0.215139	-0.443693	0.657265	0.714521
TREX1	145.678	0.306516	0.220548	1.3898	0.164591	0.218186
TREX2	3.07573	-0.507987	1.18535	-0.427632	0.668919	0.72414
TRH	6.56154	1.6683	0.90448	1.83404	0.0666482	0.096974
TRHDE	55.552	4.09806	0.46495	8.68569	3.76463e-18	1.74932e-17
TRIAP1	86.989	-0.995375	0.268966	-3.69956	0.000215975	0.000447772
TRIB1	195.196	-1.9114	0.197865	-9.65463	4.6983e-22	2.50795e-21
TRIB2	671.981	-1.20755	0.106505	-11.3372	8.58321e-30	5.66169e-29
TRIB3	383.297	-3.55151	0.18481	-19.1812	5.30996e-82	8.81444e-81
TRIL	352.117	4.13419	0.191941	21.4887	1.9841e-102	4.18425e-101
TRIM10	7.07253	-2.47777	0.98929	-2.42484	0.0153149	0.0250154
TRIM11	323.652	0.34851	0.142004	2.45423	0.0141187	0.0232237
TRIM13	89.8122	0.126317	0.257784	0.490015	0.624124	0.685586
TRIM14	173.751	-2.05643	0.21103	-9.7372	2.09243e-22	1.12826e-21
TRIM15	23.7465	-4.77346	0.894739	-4.75528	1.98174e-06	4.95674e-06
TRIM16	68.9877	-1.81642	0.32082	-5.65366	1.57065e-08	4.57481e-08
TRIM16L	30.9124	-1.74891	0.468516	-3.72197	0.000197671	0.000411819
TRIM17	101.279	3.27901	0.301043	10.8569	1.84989e-27	1.14128e-26
TRIM2	1030.93	3.49066	0.104943	33.2497	2.06399e-242	1.36146e-240
TRIM21	40.6762	-1.9585	0.434727	-4.49222	7.04829e-06	1.68166e-05
TRIM22	49.391	0.51339	0.351707	1.45973	0.144365	0.194758
TRIM23	150.891	2.5159	0.227559	11.0466	2.27573e-28	1.43995e-27
TRIM24	255.078	-2.37258	0.182612	-12.9824	1.5394e-38	1.25805e-37
TRIM25	453.196	-1.41187	0.129473	-10.9034	1.11009e-27	6.91189e-27
TRIM26	345.563	-0.23768	0.139843	-1.69961	0.0892052	0.126185
TRIM27	509.442	-1.21096	0.119007	-10.1748	2.57024e-24	1.46897e-23
TRIM28	2684.05	-1.21897	0.0633979	-19.227	2.20077e-82	3.67408e-81
TRIM29	129.752	-4.53332	0.386481	-11.5532	7.11122e-31	4.83618e-30
TRIM3	446.711	2.6925	0.138532	19.429	4.38521e-84	7.41975e-83
TRIM31	2.46734	-1.29646	1.29616	-0.983569	0.325328	0.396678
TRIM32	172.101	0.591851	0.188827	3.13435	0.00172237	0.0032339
TRIM33	305.897	-0.641613	0.151545	-4.23363	2.29948e-05	5.21478e-05
TRIM35	205.38	0.597336	0.175668	3.40036	0.000672983	0.00132186
TRIM36	46.4365	2.17502	0.384867	5.6414	1.68676e-08	4.89918e-08
TRIM37	586.503	0.646167	0.107739	5.99752	2.00349e-09	6.19003e-09
TRIM38	39.2721	-1.9599	0.429738	-4.54691	5.4439e-06	1.31189e-05
TRIM39	95.1126	-0.151584	0.255422	-0.593455	0.552877	0.62081
TRIM4	129.526	-0.951305	0.221255	-4.29874	1.71772e-05	3.94438e-05
TRIM40	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
TRIM41	647.689	0.728001	0.108766	6.69325	2.18271e-11	7.55232e-11
TRIM44	609.495	0.542206	0.110666	4.89948	9.60926e-07	2.46569e-06
